25,#00ff00,#00ff00,#00ffff,#00ffff,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000
25,#000000,#b6d7a8,#00ff00,#00ff00,#00ffff,#00ffff,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000
25,#000000,#000000,#000000,#b6d7a8,#00ff00,#00ff00,#00ffff,#00ffff,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000
25,#000000,#000000,#000000,#000000,#000000,#b6d7a8,#00ff00,#00ff00,#00ffff,#00ffff,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000
25,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#b6d7a8,#00ff00,#00ff00,#00ffff,#00ffff,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000
25,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#b6d7a8,#00ff00,#00ff00,#00ffff,#00ffff,#000000,#000000,#000000,#000000,#000000,#000000
25,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#b6d7a8,#00ff00,#00ff00,#00ffff,#00ffff,#000000,#000000,#000000,#000000
25,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#b6d7a8,#00ff00,#00ff00,#00ffff,#00ffff,#000000,#000000
25,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#b6d7a8,#00ff00,#00ff00,#00ffff,#00ffff
25,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#000000,#00ff00,#00ff00
